age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day
22,Female,Freelancer,3.33,6.19,7.36,4.57,4,105,93
53,Male,Researcher,1.51,4.91,8.56,3.43,1,29,32
51,Male,Freelancer,1.5,6.97,9.86,1.81,0,85,88
48,Male,Researcher,1.1,7.14,6.69,4.28,1,57,192
27,Female,Researcher,1.34,6.4,7.87,2.46,0,95,175
36,Male,Doctor,8.73,5.86,3.59,10.0,0,34,241
49,Male,Student,7.28,8.34,7.14,6.76,3,50,220
18,Male,Manager,9.96,7.52,3.41,10.0,2,100,158
22,Female,Designer,1.18,5.78,7.18,4.75,0,92,56
21,Female,Researcher,8.64,6.97,3.52,10.0,3,110,70
33,Female,Teacher,7.26,5.17,5.68,7.68,2,53,148
41,Male,Freelancer,6.76,4.06,4.39,9.84,2,46,292
33,Female,Doctor,4.21,8.34,4.91,7.83,0,44,299
19,Female,Software Engineer,4.39,8.09,8.33,4.09,2,103,184
45,Male,Student,8.61,7.2,3.57,10.0,2,104,55
49,Male,Student,7.42,8.06,5.81,8.54,4,85,176
44,Male,Doctor,7.03,7.9,5.74,10.0,1,110,231
37,Female,Researcher,1.28,8.3,8.98,3.18,4,52,70
41,Male,Software Engineer,2.66,8.46,8.67,1.47,2,66,207
29,Male,Student,9.66,8.09,1.66,10.0,4,109,129
52,Female,Manager,5.09,8.26,4.4,6.12,4,76,91
50,Female,Designer,8.03,6.51,4.52,10.0,3,65,266
50,Female,Manager,4.5,7.54,7.93,5.24,1,63,67
54,Female,Software Engineer,7.88,5.67,6.58,8.39,0,43,169
29,Female,Manager,2.07,8.31,5.74,4.24,0,113,44
20,Female,Teacher,1.38,8.29,9.97,1.58,3,47,100
18,Male,Freelancer,5.2,4.33,7.78,4.11,0,72,292
50,Male,Freelancer,6.32,5.74,6.3,9.34,4,38,234
57,Female,Designer,3.91,4.86,6.38,6.52,2,64,299
27,Other,Software Engineer,7.44,4.68,5.91,9.5,4,36,290
46,Female,Doctor,5.46,6.07,7.4,5.78,4,16,272
30,Male,Researcher,9.35,7.13,3.26,10.0,3,10,21
29,Male,Student,1.76,5.72,6.92,2.34,1,10,248
48,Male,Designer,1.6,5.55,8.61,2.33,4,53,285
19,Female,Doctor,9.15,4.47,5.61,8.94,3,65,160
52,Female,Software Engineer,7.02,5.91,7.44,7.75,3,7,210
40,Female,Teacher,7.04,6.35,5.96,7.82,2,13,288
34,Female,Student,1.25,5.99,8.37,2.58,3,45,231
43,Male,Student,9.44,7.4,2.85,10.0,4,106,259
25,Male,Designer,7.95,5.44,7.2,8.6,0,67,20
46,Male,Doctor,7.88,7.58,4.85,10.0,0,15,194
43,Female,Freelancer,9.21,8.41,5.94,9.66,4,70,126
27,Male,Software Engineer,6.2,6.96,5.87,8.4,0,32,268
43,Female,Software Engineer,4.55,5.94,7.35,4.68,2,88,37
51,Female,Doctor,5.33,4.9,6.55,9.32,1,5,275
58,Male,Student,8.0,8.66,4.27,10.0,3,51,237
24,Male,Researcher,7.92,7.76,5.08,10.0,1,7,291
21,Male,Doctor,6.49,5.23,5.41,6.53,0,118,206
28,Female,Manager,2.96,4.75,8.4,4.14,1,29,62
46,Male,Freelancer,8.37,4.25,5.14,8.6,2,6,80
53,Male,Software Engineer,6.83,4.95,4.49,9.66,0,113,255
42,Female,Researcher,2.99,7.66,5.13,6.4,3,18,27
38,Female,Doctor,5.33,7.15,5.6,9.81,4,62,111
53,Female,Student,9.97,8.84,3.64,10.0,2,2,195
27,Female,Designer,3.96,5.61,8.66,2.86,0,73,140
54,Female,Researcher,2.05,7.93,8.52,1.63,2,30,38
26,Female,Manager,1.2,4.6,9.13,2.03,4,46,232
41,Male,Student,2.66,6.81,8.19,4.52,3,12,121
52,Male,Teacher,2.68,6.33,10.0,1.69,1,94,34
52,Female,Teacher,8.72,8.19,4.67,10.0,2,42,50
53,Female,Doctor,2.41,7.51,6.61,5.03,4,72,118
35,Female,Freelancer,8.76,4.97,6.11,10.0,2,18,219
56,Female,Freelancer,1.78,8.92,4.57,7.12,4,26,223
49,Female,Student,9.16,8.12,3.23,10.0,2,33,134
41,Male,Student,3.31,5.77,7.16,4.34,4,99,241
40,Male,Software Engineer,6.5,8.13,6.18,9.01,1,18,189
49,Male,Designer,2.44,8.78,7.64,4.66,2,17,101
54,Female,Manager,4.51,8.45,6.25,8.0,1,64,256
29,Male,Student,1.77,6.78,10.0,2.1,4,92,50
30,Male,Researcher,6.22,6.89,5.9,8.68,2,114,130
40,Male,Manager,4.11,4.53,4.89,8.08,2,47,291
42,Male,Doctor,8.67,4.82,3.12,10.0,4,11,255
52,Male,Software Engineer,2.64,8.91,5.56,6.59,1,103,79
58,Male,Freelancer,3.52,7.85,7.43,4.42,4,69,90
47,Female,Manager,2.6,4.13,7.99,2.17,3,106,162
34,Male,Manager,6.07,6.74,4.55,10.0,4,18,140
37,Male,Manager,2.01,5.73,7.32,3.09,1,25,139
42,Female,Manager,2.7,5.56,8.3,2.69,3,37,94
39,Female,Manager,7.11,6.78,5.05,9.85,3,24,221
30,Male,Freelancer,1.67,5.6,8.35,2.96,3,80,141
36,Male,Software Engineer,7.69,5.26,4.41,10.0,3,11,112
53,Female,Doctor,1.94,8.69,7.97,2.92,2,83,179
29,Male,Manager,6.27,4.2,6.65,8.04,0,62,293
58,Male,Manager,9.98,6.18,4.36,10.0,4,39,125
36,Male,Doctor,2.57,6.56,8.86,1.98,3,27,239
29,Male,Student,3.35,6.2,6.85,4.18,2,5,67
26,Female,Student,9.09,7.29,1.0,10.0,1,59,80
24,Female,Freelancer,6.64,4.13,8.09,5.91,3,111,227
45,Female,Software Engineer,5.43,8.42,5.12,8.59,3,51,76
31,Female,Software Engineer,6.06,6.5,6.32,8.07,1,22,268
48,Male,Designer,3.66,6.77,7.5,4.38,0,94,49
36,Female,Software Engineer,8.7,6.31,5.47,10.0,0,1,184
33,Male,Freelancer,7.71,6.22,7.85,8.11,2,96,102
22,Male,Doctor,6.78,4.93,6.7,8.01,1,72,25
52,Female,Manager,9.39,6.52,5.25,10.0,0,25,173
29,Female,Doctor,6.2,6.11,6.68,6.29,3,16,176
42,Male,Freelancer,5.61,6.34,8.13,4.8,3,80,39
38,Female,Designer,9.78,4.07,4.62,10.0,4,108,271
53,Male,Teacher,2.85,4.65,9.16,2.99,4,29,56
40,Male,Freelancer,2.28,7.82,7.27,4.57,0,100,31
33,Male,Freelancer,2.46,6.1,8.34,1.73,4,47,123
56,Female,Teacher,9.9,7.71,5.71,10.0,2,93,239
59,Female,Doctor,6.87,4.86,4.82,10.0,4,109,37
56,Female,Teacher,3.75,7.49,6.76,6.12,2,115,217
31,Male,Freelancer,3.24,5.45,8.21,3.89,3,59,213
48,Male,Freelancer,1.51,7.53,9.0,1.51,0,79,49
22,Female,Teacher,2.19,4.43,6.76,6.09,2,114,159
52,Male,Researcher,9.17,5.67,3.51,10.0,0,20,216
40,Male,Freelancer,7.73,4.6,6.36,6.73,4,17,270
46,Other,Designer,9.47,7.15,3.56,10.0,2,26,121
28,Female,Freelancer,4.81,5.96,6.01,8.33,1,68,283
35,Male,Freelancer,6.41,4.37,6.54,7.88,4,76,68
29,Male,Manager,5.35,6.63,8.06,4.59,0,25,25
26,Male,Software Engineer,8.93,4.12,5.52,10.0,4,60,94
27,Female,Software Engineer,9.92,8.09,3.69,10.0,3,83,29
34,Female,Teacher,9.39,8.69,2.89,10.0,1,4,208
55,Female,Student,6.38,8.05,7.7,5.45,0,12,131
24,Male,Designer,1.56,8.76,7.73,4.0,1,61,41
30,Male,Manager,6.56,8.49,4.5,9.1,1,57,180
57,Other,Manager,1.87,8.47,5.73,6.83,1,39,82
59,Other,Teacher,2.25,5.23,8.42,1.69,0,36,298
26,Female,Student,2.72,5.16,10.0,2.11,3,47,178
44,Male,Student,4.27,8.05,8.8,2.83,1,40,232
19,Female,Manager,6.33,6.46,5.63,7.2,1,44,30
22,Female,Designer,4.0,8.71,6.9,6.22,2,55,234
46,Female,Software Engineer,5.07,8.49,5.94,6.53,4,89,81
54,Female,Manager,1.43,8.47,7.83,2.69,0,14,119
55,Male,Researcher,6.58,5.63,5.15,8.15,0,72,260
36,Male,Researcher,6.91,4.66,3.33,10.0,4,59,209
25,Male,Freelancer,1.89,7.39,7.98,2.69,3,22,271
18,Female,Manager,8.07,6.2,3.92,10.0,2,108,222
39,Female,Freelancer,6.83,8.67,5.91,7.93,2,20,95
34,Female,Doctor,5.41,8.27,5.97,6.01,0,50,151
24,Male,Student,5.98,8.64,5.29,8.64,2,35,40
42,Female,Doctor,5.53,6.84,5.98,8.55,4,33,24
21,Female,Researcher,1.48,6.63,8.96,1.83,1,65,182
53,Male,Doctor,7.62,8.24,7.59,7.19,0,81,143
23,Female,Designer,5.61,6.56,5.35,8.58,0,26,54
48,Male,Researcher,2.56,8.5,9.72,2.68,0,113,33
36,Male,Manager,7.13,4.17,5.04,9.9,2,0,116
56,Male,Software Engineer,7.26,5.79,6.45,7.5,0,83,224
44,Female,Researcher,2.92,8.17,7.35,3.87,0,52,44
27,Female,Freelancer,8.17,5.05,4.4,10.0,3,86,101
43,Male,Freelancer,5.11,5.99,7.3,5.23,0,37,271
36,Female,Designer,2.63,4.05,8.8,2.67,4,113,168
56,Female,Student,6.92,5.51,4.19,10.0,2,38,108
20,Female,Software Engineer,6.37,5.59,7.27,7.14,0,27,83
30,Male,Manager,2.53,7.66,9.5,2.07,4,116,136
45,Female,Researcher,8.85,7.39,6.17,8.45,2,110,159
37,Female,Teacher,8.69,6.22,6.11,8.11,2,28,50
45,Male,Software Engineer,8.53,7.64,4.29,10.0,0,32,95
25,Male,Freelancer,4.59,6.14,6.88,6.24,2,112,178
58,Female,Designer,8.42,6.17,6.15,8.14,4,68,150
56,Male,Designer,8.6,7.23,4.83,10.0,3,33,238
18,Female,Doctor,9.97,7.61,1.82,10.0,1,7,66
20,Male,Researcher,9.62,8.23,3.54,10.0,0,109,40
30,Female,Manager,4.45,7.76,6.91,5.52,2,34,276
45,Male,Teacher,2.78,7.35,9.86,3.48,3,18,49
42,Male,Manager,3.63,6.81,5.36,7.52,4,57,216
50,Male,Software Engineer,5.45,5.54,4.23,9.59,2,41,234
55,Female,Teacher,8.25,5.31,5.07,9.76,4,55,199
23,Female,Manager,7.51,8.22,8.12,6.16,1,74,129
49,Male,Doctor,8.09,7.59,6.53,7.87,2,60,277
38,Male,Teacher,4.42,7.33,6.99,7.79,1,61,87
33,Female,Teacher,3.22,5.29,6.94,4.2,4,29,77
38,Male,Software Engineer,1.22,8.85,8.5,1.12,1,112,149
28,Female,Teacher,6.64,4.41,6.49,7.59,3,64,237
54,Male,Doctor,8.16,8.19,6.12,10.0,3,42,180
53,Female,Researcher,9.0,5.05,3.78,10.0,4,118,130
52,Female,Student,5.29,5.96,6.15,6.96,2,46,239
36,Other,Student,9.35,6.14,4.91,10.0,4,80,86
37,Female,Designer,2.82,7.31,7.59,5.13,1,118,241
35,Male,Student,5.63,6.73,4.96,10.0,0,9,228
58,Male,Software Engineer,2.92,4.93,8.29,2.55,0,75,137
31,Female,Designer,2.69,4.15,9.02,2.2,3,62,161
32,Female,Student,9.58,7.59,6.37,9.28,3,61,62
48,Female,Student,8.36,6.52,6.68,8.28,0,99,214
18,Female,Designer,1.11,5.81,8.26,2.52,1,93,278
20,Female,Software Engineer,3.42,5.42,9.0,2.42,4,71,161
33,Male,Designer,2.85,8.12,8.46,3.24,2,32,139
40,Male,Freelancer,2.32,7.98,6.09,4.71,0,57,220
28,Male,Researcher,7.28,8.13,5.59,8.82,1,56,180
29,Male,Freelancer,6.1,5.1,4.03,10.0,4,56,52
27,Female,Software Engineer,5.09,8.26,7.13,6.85,0,53,163
49,Male,Software Engineer,2.71,8.93,5.3,6.73,2,12,103
33,Male,Manager,3.5,7.0,7.46,5.05,4,33,239
25,Male,Doctor,4.2,4.24,6.65,9.2,1,21,79
55,Male,Student,8.07,7.51,4.04,10.0,2,42,259
29,Male,Manager,9.9,6.69,1.64,10.0,0,15,186
41,Female,Student,2.66,7.56,5.51,6.56,3,73,237
45,Male,Manager,4.07,4.94,6.18,5.94,3,89,221
25,Female,Researcher,3.52,7.03,8.14,5.45,1,39,121
45,Female,Teacher,1.4,6.7,8.78,3.29,3,24,219
53,Other,Freelancer,2.97,7.01,8.73,3.59,4,100,59
43,Male,Researcher,9.11,7.64,5.64,10.0,3,12,272
25,Male,Designer,8.59,6.72,3.87,10.0,3,40,23
45,Male,Manager,2.51,5.61,7.76,4.67,4,52,162
45,Male,Freelancer,4.3,5.55,6.81,6.34,1,49,168
54,Female,Doctor,3.8,7.48,9.44,3.13,0,50,70
58,Female,Student,2.33,7.32,8.99,1.0,1,2,79
53,Female,Teacher,6.6,6.11,6.41,9.81,3,92,257
44,Male,Doctor,6.02,5.77,6.33,9.38,1,67,95
34,Female,Software Engineer,4.84,7.1,5.9,7.09,0,110,216
26,Male,Researcher,8.7,5.56,3.71,10.0,4,101,86
50,Female,Student,6.58,8.82,4.94,9.31,4,104,286
37,Female,Freelancer,3.33,6.98,6.33,5.85,4,117,64
30,Male,Manager,4.36,6.96,4.16,9.61,1,118,168
45,Male,Designer,2.35,4.68,9.58,1.0,3,115,201
46,Female,Doctor,6.32,7.05,5.41,9.11,4,85,205
30,Male,Freelancer,6.28,5.47,6.93,5.69,3,77,52
52,Male,Teacher,8.83,6.26,4.36,10.0,2,64,217
23,Male,Designer,8.7,6.69,6.54,9.76,4,35,179
35,Male,Software Engineer,8.53,6.39,5.0,10.0,0,23,276
22,Female,Designer,5.94,8.05,5.68,8.81,3,72,267
42,Female,Freelancer,6.87,4.5,4.16,9.24,2,18,121
19,Female,Freelancer,7.98,4.84,3.97,9.71,4,114,205
27,Male,Teacher,1.83,4.78,7.26,4.36,3,7,247
47,Female,Software Engineer,3.71,8.08,7.4,3.46,3,1,280
22,Female,Teacher,2.52,4.59,7.35,2.53,2,29,257
50,Male,Freelancer,5.6,8.86,5.86,7.78,0,29,177
18,Male,Student,8.54,8.85,3.46,10.0,1,43,148
35,Female,Teacher,3.08,8.96,8.15,3.37,0,64,258
49,Male,Researcher,7.58,8.9,7.82,6.67,1,90,119
28,Male,Designer,4.65,4.75,5.89,7.4,0,104,69
38,Male,Freelancer,9.13,7.29,5.06,10.0,0,37,85
43,Male,Student,6.64,6.0,4.69,10.0,4,114,284
42,Male,Student,9.79,7.66,5.56,9.69,3,119,270
39,Male,Doctor,3.21,6.03,8.76,1.3,0,0,51
44,Female,Designer,9.32,5.92,4.62,9.3,3,30,280
30,Male,Designer,4.21,8.52,4.93,8.25,3,35,182
50,Female,Software Engineer,6.6,6.47,6.99,7.98,3,8,66
51,Male,Teacher,2.57,7.7,5.67,6.54,3,2,155
58,Other,Manager,7.84,7.25,4.76,10.0,0,112,143
52,Female,Teacher,9.8,7.29,3.52,10.0,1,54,214
18,Female,Designer,8.09,5.75,4.33,10.0,3,106,294
38,Female,Teacher,6.54,5.26,5.12,8.09,3,22,195
23,Female,Designer,5.03,8.43,7.6,3.04,4,54,190
45,Female,Freelancer,4.11,4.12,7.88,5.19,0,7,98
34,Male,Student,4.77,4.86,7.36,6.43,0,13,241
22,Male,Teacher,3.95,4.66,7.51,4.39,0,101,205
48,Female,Freelancer,8.49,8.75,5.62,9.41,1,108,112
22,Male,Teacher,9.04,4.03,2.81,10.0,3,12,41
55,Female,Designer,9.55,4.04,4.66,10.0,2,11,126
20,Female,Freelancer,4.77,5.13,6.08,6.84,1,102,266
40,Male,Designer,5.92,5.4,8.32,5.14,3,74,26
54,Female,Software Engineer,6.19,6.8,6.39,8.85,4,11,125
54,Male,Teacher,6.86,8.81,5.24,9.49,2,77,261
27,Male,Doctor,1.02,6.33,5.83,5.95,4,75,274
27,Female,Researcher,8.58,5.44,6.45,9.98,0,61,31
36,Male,Designer,3.41,8.09,5.91,5.17,1,38,32
34,Female,Doctor,5.25,5.93,6.16,8.91,2,8,115
38,Female,Student,8.57,4.71,5.3,9.86,2,22,284
31,Male,Student,9.97,7.97,4.08,10.0,0,19,81
26,Female,Researcher,8.15,4.01,5.23,10.0,3,47,190
18,Female,Doctor,1.22,5.03,6.9,3.17,2,34,287
30,Male,Manager,4.32,7.18,6.3,6.57,1,26,106
21,Male,Student,3.22,4.51,6.35,6.84,1,97,76
18,Female,Doctor,9.68,5.28,4.05,10.0,4,60,227
57,Female,Software Engineer,3.38,5.97,9.26,2.19,1,99,270
49,Male,Software Engineer,9.49,5.98,4.35,10.0,0,53,247
51,Male,Student,9.44,8.86,4.33,10.0,1,1,77
45,Female,Freelancer,8.55,7.38,6.56,9.58,1,45,161
48,Female,Doctor,1.88,4.19,9.1,2.6,0,106,212
25,Male,Doctor,1.02,5.11,7.17,4.09,3,14,173
56,Female,Researcher,8.14,7.08,5.59,10.0,2,20,283
43,Male,Researcher,8.59,7.57,3.31,10.0,0,98,153
51,Female,Doctor,9.66,5.9,4.14,10.0,3,107,124
20,Male,Researcher,2.97,8.28,8.12,3.16,0,56,168
29,Male,Manager,7.6,8.72,4.94,10.0,0,12,103
18,Male,Student,5.67,7.07,6.55,8.95,4,62,82
22,Female,Manager,3.96,6.81,7.28,4.94,2,118,284
47,Female,Doctor,6.46,7.75,6.26,9.33,2,97,178
47,Female,Designer,5.93,7.91,6.24,7.53,4,113,235
34,Female,Doctor,3.63,5.08,7.29,5.37,2,24,141
40,Male,Designer,3.42,6.42,5.66,6.73,2,105,226
32,Female,Software Engineer,5.38,6.24,6.68,8.96,1,112,180
54,Male,Designer,5.27,8.71,6.98,7.04,0,39,178
38,Female,Software Engineer,3.72,4.56,7.82,4.29,2,21,263
31,Male,Researcher,3.37,8.72,7.79,6.79,3,92,150
19,Male,Student,9.59,6.86,3.43,10.0,4,3,20
28,Female,Freelancer,8.76,5.44,4.35,10.0,2,15,160
56,Female,Freelancer,8.35,8.35,4.73,10.0,3,117,92
55,Female,Manager,2.93,4.25,6.51,4.76,0,54,152
51,Female,Manager,2.7,5.59,9.35,2.48,0,91,26
55,Male,Software Engineer,8.28,7.76,6.08,9.52,0,85,260
51,Female,Software Engineer,2.66,8.14,8.01,4.09,2,76,66
35,Male,Doctor,5.53,4.84,7.66,2.63,1,101,26
47,Female,Teacher,2.99,8.71,6.31,5.29,2,81,78
32,Female,Software Engineer,4.4,4.27,5.61,7.19,1,40,133
44,Male,Designer,8.68,6.17,4.13,10.0,4,28,276
51,Male,Student,9.02,4.49,5.34,10.0,1,20,268
55,Male,Researcher,9.97,4.49,3.9,10.0,3,107,187
50,Male,Manager,9.5,8.57,3.27,10.0,0,12,172
41,Male,Designer,7.04,8.52,4.78,10.0,2,119,228
32,Male,Manager,4.89,7.08,6.26,9.0,1,26,24
47,Male,Student,1.52,8.83,7.64,3.56,0,108,186
59,Female,Researcher,6.47,6.46,4.8,10.0,0,104,106
34,Female,Designer,2.9,7.91,7.98,2.54,1,68,59
22,Male,Manager,8.65,4.49,4.43,10.0,4,8,164
46,Male,Software Engineer,5.94,5.98,8.18,6.28,0,54,100
21,Male,Researcher,7.6,6.58,5.22,9.08,4,54,73
27,Female,Teacher,7.06,7.89,6.65,8.89,4,51,216
34,Female,Software Engineer,4.13,5.67,7.93,3.67,2,79,174
27,Female,Freelancer,7.83,8.9,6.02,7.67,1,46,208
34,Female,Manager,8.59,7.67,5.43,10.0,3,82,125
37,Female,Doctor,7.7,6.66,5.38,10.0,3,86,250
41,Female,Designer,7.99,5.65,6.05,10.0,2,31,152
22,Male,Teacher,4.24,7.21,5.53,7.34,1,66,270
51,Female,Designer,9.49,7.37,4.96,10.0,4,75,158
23,Female,Doctor,4.82,7.4,9.21,3.61,4,103,260
19,Female,Doctor,9.07,6.93,3.76,10.0,4,7,242
30,Female,Doctor,8.72,6.0,4.13,10.0,3,41,276
28,Male,Manager,2.12,8.08,9.66,1.0,3,16,165
40,Female,Software Engineer,9.7,5.29,4.87,10.0,3,74,259
33,Male,Manager,9.97,7.13,5.84,10.0,0,40,170
48,Male,Software Engineer,6.46,6.36,5.18,9.12,2,32,139
28,Male,Teacher,8.05,8.46,5.34,10.0,3,35,77
33,Other,Doctor,9.4,6.95,5.41,10.0,0,112,116
25,Female,Freelancer,1.18,8.28,8.78,3.81,3,90,158
21,Female,Software Engineer,9.37,8.77,5.53,9.54,0,94,60
57,Female,Student,6.65,4.64,6.27,7.6,3,44,261
21,Male,Freelancer,8.46,6.78,7.21,8.63,0,8,181
42,Female,Student,5.87,8.42,5.43,9.42,0,18,74
20,Other,Software Engineer,5.77,8.36,6.61,8.52,1,88,79
49,Female,Freelancer,9.08,4.98,5.02,10.0,3,82,34
20,Male,Freelancer,5.57,6.41,8.61,4.35,2,37,38
44,Female,Teacher,5.25,5.12,5.06,7.32,3,42,47
46,Other,Designer,6.47,8.48,4.76,9.38,2,73,90
49,Female,Manager,5.67,4.02,7.98,6.99,0,37,248
36,Female,Researcher,5.02,5.09,8.52,4.79,4,72,290
38,Female,Doctor,2.62,6.05,9.43,2.03,1,71,29
22,Female,Software Engineer,4.58,5.11,5.82,7.76,1,103,159
35,Female,Teacher,3.54,8.87,5.86,6.11,1,116,251
45,Female,Researcher,4.6,5.22,6.16,7.12,2,59,163
59,Male,Freelancer,6.34,5.81,8.81,5.42,0,0,182
39,Female,Manager,6.48,4.87,5.3,9.07,2,20,165
38,Female,Designer,3.15,8.63,7.59,4.02,4,61,30
23,Female,Teacher,1.76,6.06,7.38,3.72,1,103,61
18,Female,Designer,7.7,5.31,4.44,10.0,2,3,155
22,Male,Student,5.76,5.23,4.61,8.47,4,114,228
58,Male,Manager,4.98,6.93,9.21,3.17,3,44,84
29,Female,Manager,2.17,8.89,8.81,1.19,4,81,34
43,Female,Designer,4.73,8.87,4.86,9.14,4,109,100
51,Male,Student,8.36,8.91,6.07,10.0,0,105,150
31,Male,Researcher,6.23,5.93,5.16,9.62,2,77,203
43,Male,Doctor,1.82,8.57,7.85,3.79,2,19,127
44,Male,Software Engineer,3.99,6.22,6.56,8.85,1,47,111
26,Male,Freelancer,9.82,6.55,3.66,10.0,4,35,123
43,Male,Student,5.9,6.6,5.47,8.39,4,1,83
39,Male,Teacher,3.58,4.32,10.0,2.41,4,47,87
47,Male,Designer,9.22,4.89,5.23,10.0,3,78,38
34,Male,Manager,4.02,8.43,7.55,3.25,4,17,34
43,Female,Teacher,7.57,8.48,5.87,10.0,4,88,108
53,Male,Manager,2.32,5.01,8.12,2.97,3,29,273
18,Male,Student,2.41,5.51,9.59,1.49,1,98,255
25,Male,Manager,6.05,8.15,6.87,7.52,0,7,99
52,Male,Freelancer,3.16,5.02,7.2,4.59,1,93,66
32,Male,Researcher,1.44,8.4,9.4,1.33,2,119,106
39,Male,Manager,9.34,8.12,4.03,10.0,4,88,197
31,Female,Freelancer,1.5,8.04,7.82,1.96,3,70,299
43,Female,Manager,7.46,8.46,4.59,10.0,2,80,62
45,Female,Manager,4.0,8.43,5.16,7.84,1,95,78
40,Female,Researcher,9.4,8.59,2.39,10.0,2,24,293
31,Male,Freelancer,9.87,8.4,4.84,10.0,0,111,177
41,Female,Freelancer,4.02,7.03,7.56,5.01,4,91,207
19,Male,Teacher,6.32,4.79,7.07,6.82,3,115,223
43,Female,Designer,7.96,7.05,5.52,9.34,1,37,47
31,Male,Software Engineer,2.11,8.71,8.9,3.05,4,7,168
24,Female,Researcher,7.39,8.84,6.53,8.4,2,59,45
20,Female,Teacher,9.16,7.64,5.18,10.0,0,21,263
40,Male,Doctor,2.61,7.47,6.63,3.97,2,37,79
35,Female,Designer,8.55,8.69,4.78,10.0,0,69,188
55,Male,Designer,2.04,5.46,8.84,1.31,0,75,293
52,Female,Researcher,6.11,4.75,6.95,6.23,1,92,211
32,Female,Freelancer,4.05,5.45,6.55,4.87,3,93,77
42,Male,Doctor,5.25,8.74,7.53,6.79,0,59,112
54,Male,Freelancer,3.71,5.06,7.89,4.21,2,95,264
45,Male,Freelancer,3.34,5.12,7.43,4.96,4,7,184
27,Female,Student,7.69,4.96,5.66,7.36,3,114,202
56,Male,Doctor,3.01,6.42,6.08,6.57,1,112,53
34,Female,Student,4.68,7.98,4.91,8.15,4,89,231
56,Female,Software Engineer,3.47,5.91,8.28,4.17,0,48,212
39,Male,Student,3.15,4.5,9.96,3.31,0,53,243
43,Other,Freelancer,6.64,7.7,6.03,8.68,0,20,100
42,Female,Researcher,1.41,7.05,7.64,1.72,3,54,232
34,Male,Software Engineer,8.1,6.4,3.87,10.0,0,99,180
30,Male,Software Engineer,5.92,8.82,7.11,7.75,4,12,56
37,Female,Manager,8.46,6.35,5.38,8.62,4,5,268
42,Male,Manager,2.92,7.66,6.85,5.15,0,21,273
21,Male,Doctor,7.38,4.79,4.64,8.88,3,79,289
27,Male,Freelancer,4.79,6.08,5.68,8.46,2,81,52
20,Female,Software Engineer,1.69,5.06,7.46,3.84,4,31,110
58,Female,Freelancer,7.77,5.74,2.68,10.0,1,16,287
35,Female,Student,7.86,6.4,6.13,8.77,3,112,59
53,Male,Teacher,3.44,4.87,5.9,5.58,2,103,58
39,Female,Manager,9.24,8.02,4.41,10.0,1,101,105
51,Other,Designer,7.88,5.88,3.72,10.0,4,13,177
25,Male,Designer,3.76,8.48,8.18,4.72,3,39,242
57,Male,Student,3.15,7.37,6.47,5.63,3,114,278
36,Female,Manager,4.96,4.88,7.15,5.92,4,39,160
59,Female,Teacher,3.64,7.21,6.99,3.05,3,116,81
58,Female,Researcher,2.95,4.12,6.84,6.54,4,106,284
54,Female,Freelancer,4.59,8.04,5.26,8.8,3,43,153
23,Female,Software Engineer,1.23,8.87,8.19,1.82,4,55,178
43,Male,Manager,4.61,7.39,8.15,4.83,3,16,262
51,Female,Student,2.99,8.63,8.34,3.84,0,16,70
23,Female,Freelancer,3.38,5.47,5.28,8.19,0,15,105
54,Other,Software Engineer,1.74,6.12,8.25,4.13,2,80,229
50,Male,Manager,6.3,6.12,6.06,8.03,2,85,54
39,Female,Doctor,5.25,4.56,7.29,4.87,4,27,40
38,Female,Teacher,7.76,7.98,4.55,10.0,0,45,68
23,Male,Designer,9.88,6.48,5.26,10.0,2,60,203
23,Male,Student,2.08,6.45,10.0,1.0,4,14,105
21,Female,Designer,3.45,7.34,7.78,4.55,3,102,177
47,Male,Freelancer,7.14,4.85,5.32,9.55,0,21,125
28,Female,Software Engineer,3.14,8.05,8.4,3.05,4,57,228
47,Female,Software Engineer,1.27,5.83,6.4,2.69,4,20,147
48,Male,Doctor,1.99,4.4,9.25,1.0,1,74,35
41,Other,Researcher,4.9,4.95,6.39,7.36,2,76,248
26,Female,Software Engineer,4.88,5.26,8.84,4.38,4,35,80
20,Female,Software Engineer,9.75,4.89,2.47,10.0,4,19,294
48,Male,Freelancer,5.19,5.21,4.9,7.47,2,100,86
57,Female,Researcher,7.1,8.98,5.96,8.87,1,69,193
54,Male,Designer,5.43,6.69,7.96,5.92,2,114,166
53,Male,Designer,3.43,7.01,7.41,4.33,1,0,46
41,Male,Student,1.95,4.83,8.92,2.45,1,16,298
48,Male,Student,8.73,4.22,3.02,10.0,0,21,118
23,Male,Software Engineer,2.37,5.55,6.3,5.42,0,86,276
19,Other,Manager,1.87,7.85,6.05,6.49,4,5,36
37,Female,Teacher,2.92,6.79,6.9,4.29,4,82,61
45,Male,Student,1.02,4.05,8.7,4.14,4,93,275
28,Male,Software Engineer,1.65,7.94,7.53,6.83,0,39,124
21,Female,Manager,6.72,4.52,5.51,9.63,0,109,73
32,Male,Manager,3.19,6.2,6.4,6.78,2,74,203
23,Female,Designer,4.05,9.0,7.66,4.59,4,80,166
47,Female,Manager,8.52,4.61,4.72,10.0,2,62,204
