age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,stress_level,caffeine_intake_cups
45,Female,Researcher,8.85,7.39,8.45,2
37,Female,Teacher,8.69,6.22,8.11,2
45,Male,Software Engineer,8.53,7.64,10.0,0
25,Male,Freelancer,4.59,6.14,6.24,2
58,Female,Designer,8.42,6.17,8.14,4
56,Male,Designer,8.6,7.23,10.0,3
18,Female,Doctor,9.97,7.61,10.0,1
20,Male,Researcher,9.62,8.23,10.0,0
30,Female,Manager,4.45,7.76,5.52,2
45,Male,Teacher,2.78,7.35,3.48,3
42,Male,Manager,3.63,6.81,7.52,4
50,Male,Software Engineer,5.45,5.54,9.59,2
55,Female,Teacher,8.25,5.31,9.76,4
23,Female,Manager,7.51,8.22,6.16,1
49,Male,Doctor,8.09,7.59,7.87,2
38,Male,Teacher,4.42,7.33,7.79,1
33,Female,Teacher,3.22,5.29,4.2,4
38,Male,Software Engineer,1.22,8.85,1.12,1
28,Female,Teacher,6.64,4.41,7.59,3
54,Male,Doctor,8.16,8.19,10.0,3
53,Female,Researcher,9.0,5.05,10.0,4
52,Female,Student,5.29,5.96,6.96,2
36,Other,Student,9.35,6.14,10.0,4
37,Female,Designer,2.82,7.31,5.13,1
35,Male,Student,5.63,6.73,10.0,0
58,Male,Software Engineer,2.92,4.93,2.55,0
31,Female,Designer,2.69,4.15,2.2,3
32,Female,Student,9.58,7.59,9.28,3
48,Female,Student,8.36,6.52,8.28,0
18,Female,Designer,1.11,5.81,2.52,1
20,Female,Software Engineer,3.42,5.42,2.42,4
33,Male,Designer,2.85,8.12,3.24,2
40,Male,Freelancer,2.32,7.98,4.71,0
28,Male,Researcher,7.28,8.13,8.82,1
29,Male,Freelancer,6.1,5.1,10.0,4
27,Female,Software Engineer,5.09,8.26,6.85,0
49,Male,Software Engineer,2.71,8.93,6.73,2
33,Male,Manager,3.5,7.0,5.05,4
25,Male,Doctor,4.2,4.24,9.2,1
55,Male,Student,8.07,7.51,10.0,2
29,Male,Manager,9.9,6.69,10.0,0
41,Female,Student,2.66,7.56,6.56,3
45,Male,Manager,4.07,4.94,5.94,3
25,Female,Researcher,3.52,7.03,5.45,1
45,Female,Teacher,1.4,6.7,3.29,3
53,Other,Freelancer,2.97,7.01,3.59,4
43,Male,Researcher,9.11,7.64,10.0,3
25,Male,Designer,8.59,6.72,10.0,3
45,Male,Manager,2.51,5.61,4.67,4
45,Male,Freelancer,4.3,5.55,6.34,1
54,Female,Doctor,3.8,7.48,3.13,0
58,Female,Student,2.33,7.32,1.0,1
53,Female,Teacher,6.6,6.11,9.81,3
44,Male,Doctor,6.02,5.77,9.38,1
34,Female,Software Engineer,4.84,7.1,7.09,0
26,Male,Researcher,8.7,5.56,10.0,4
50,Female,Student,6.58,8.82,9.31,4
37,Female,Freelancer,3.33,6.98,5.85,4
30,Male,Manager,4.36,6.96,9.61,1
45,Male,Designer,2.35,4.68,1.0,3
46,Female,Doctor,6.32,7.05,9.11,4
30,Male,Freelancer,6.28,5.47,5.69,3
52,Male,Teacher,8.83,6.26,10.0,2
23,Male,Designer,8.7,6.69,9.76,4
35,Male,Software Engineer,8.53,6.39,10.0,0
22,Female,Designer,5.94,8.05,8.81,3
42,Female,Freelancer,6.87,4.5,9.24,2
19,Female,Freelancer,7.98,4.84,9.71,4
27,Male,Teacher,1.83,4.78,4.36,3
47,Female,Software Engineer,3.71,8.08,3.46,3
22,Female,Teacher,2.52,4.59,2.53,2
50,Male,Freelancer,5.6,8.86,7.78,0
18,Male,Student,8.54,8.85,10.0,1
35,Female,Teacher,3.08,8.96,3.37,0
49,Male,Researcher,7.58,8.9,6.67,1
28,Male,Designer,4.65,4.75,7.4,0
38,Male,Freelancer,9.13,7.29,10.0,0
43,Male,Student,6.64,6.0,10.0,4
42,Male,Student,9.79,7.66,9.69,3
39,Male,Doctor,3.21,6.03,1.3,0
44,Female,Designer,9.32,5.92,9.3,3
30,Male,Designer,4.21,8.52,8.25,3
50,Female,Software Engineer,6.6,6.47,7.98,3
51,Male,Teacher,2.57,7.7,6.54,3
58,Other,Manager,7.84,7.25,10.0,0
52,Female,Teacher,9.8,7.29,10.0,1
18,Female,Designer,8.09,5.75,10.0,3
38,Female,Teacher,6.54,5.26,8.09,3
23,Female,Designer,5.03,8.43,3.04,4
45,Female,Freelancer,4.11,4.12,5.19,0
34,Male,Student,4.77,4.86,6.43,0
22,Male,Teacher,3.95,4.66,4.39,0
48,Female,Freelancer,8.49,8.75,9.41,1
22,Male,Teacher,9.04,4.03,10.0,3
55,Female,Designer,9.55,4.04,10.0,2
20,Female,Freelancer,4.77,5.13,6.84,1
40,Male,Designer,5.92,5.4,5.14,3
54,Female,Software Engineer,6.19,6.8,8.85,4
54,Male,Teacher,6.86,8.81,9.49,2
27,Male,Doctor,1.02,6.33,5.95,4
27,Female,Researcher,8.58,5.44,9.98,0
36,Male,Designer,3.41,8.09,5.17,1
34,Female,Doctor,5.25,5.93,8.91,2
38,Female,Student,8.57,4.71,9.86,2
31,Male,Student,9.97,7.97,10.0,0
26,Female,Researcher,8.15,4.01,10.0,3
18,Female,Doctor,1.22,5.03,3.17,2
30,Male,Manager,4.32,7.18,6.57,1
21,Male,Student,3.22,4.51,6.84,1
18,Female,Doctor,9.68,5.28,10.0,4
57,Female,Software Engineer,3.38,5.97,2.19,1
49,Male,Software Engineer,9.49,5.98,10.0,0
51,Male,Student,9.44,8.86,10.0,1
45,Female,Freelancer,8.55,7.38,9.58,1
48,Female,Doctor,1.88,4.19,2.6,0
25,Male,Doctor,1.02,5.11,4.09,3
56,Female,Researcher,8.14,7.08,10.0,2
43,Male,Researcher,8.59,7.57,10.0,0
51,Female,Doctor,9.66,5.9,10.0,3
20,Male,Researcher,2.97,8.28,3.16,0
29,Male,Manager,7.6,8.72,10.0,0
18,Male,Student,5.67,7.07,8.95,4
22,Female,Manager,3.96,6.81,4.94,2
47,Female,Doctor,6.46,7.75,9.33,2
47,Female,Designer,5.93,7.91,7.53,4
34,Female,Doctor,3.63,5.08,5.37,2
40,Male,Designer,3.42,6.42,6.73,2
32,Female,Software Engineer,5.38,6.24,8.96,1
54,Male,Designer,5.27,8.71,7.04,0
38,Female,Software Engineer,3.72,4.56,4.29,2
31,Male,Researcher,3.37,8.72,6.79,3
19,Male,Student,9.59,6.86,10.0,4
28,Female,Freelancer,8.76,5.44,10.0,2
56,Female,Freelancer,8.35,8.35,10.0,3
55,Female,Manager,2.93,4.25,4.76,0
51,Female,Manager,2.7,5.59,2.48,0
55,Male,Software Engineer,8.28,7.76,9.52,0
51,Female,Software Engineer,2.66,8.14,4.09,2
35,Male,Doctor,5.53,4.84,2.63,1
47,Female,Teacher,2.99,8.71,5.29,2
32,Female,Software Engineer,4.4,4.27,7.19,1
44,Male,Designer,8.68,6.17,10.0,4
51,Male,Student,9.02,4.49,10.0,1
55,Male,Researcher,9.97,4.49,10.0,3
50,Male,Manager,9.5,8.57,10.0,0
41,Male,Designer,7.04,8.52,10.0,2
32,Male,Manager,4.89,7.08,9.0,1
47,Male,Student,1.52,8.83,3.56,0
59,Female,Researcher,6.47,6.46,10.0,0
34,Female,Designer,2.9,7.91,2.54,1
22,Male,Manager,8.65,4.49,10.0,4
46,Male,Software Engineer,5.94,5.98,6.28,0
21,Male,Researcher,7.6,6.58,9.08,4
27,Female,Teacher,7.06,7.89,8.89,4
34,Female,Software Engineer,4.13,5.67,3.67,2
27,Female,Freelancer,7.83,8.9,7.67,1
34,Female,Manager,8.59,7.67,10.0,3
37,Female,Doctor,7.7,6.66,10.0,3
41,Female,Designer,7.99,5.65,10.0,2
22,Male,Teacher,4.24,7.21,7.34,1
51,Female,Designer,9.49,7.37,10.0,4
23,Female,Doctor,4.82,7.4,3.61,4
19,Female,Doctor,9.07,6.93,10.0,4
30,Female,Doctor,8.72,6.0,10.0,3
28,Male,Manager,2.12,8.08,1.0,3
40,Female,Software Engineer,9.7,5.29,10.0,3
33,Male,Manager,9.97,7.13,10.0,0
48,Male,Software Engineer,6.46,6.36,9.12,2
28,Male,Teacher,8.05,8.46,10.0,3
33,Other,Doctor,9.4,6.95,10.0,0
25,Female,Freelancer,1.18,8.28,3.81,3
21,Female,Software Engineer,9.37,8.77,9.54,0
57,Female,Student,6.65,4.64,7.6,3
21,Male,Freelancer,8.46,6.78,8.63,0
42,Female,Student,5.87,8.42,9.42,0
20,Other,Software Engineer,5.77,8.36,8.52,1
49,Female,Freelancer,9.08,4.98,10.0,3
20,Male,Freelancer,5.57,6.41,4.35,2
44,Female,Teacher,5.25,5.12,7.32,3
46,Other,Designer,6.47,8.48,9.38,2
49,Female,Manager,5.67,4.02,6.99,0
36,Female,Researcher,5.02,5.09,4.79,4
38,Female,Doctor,2.62,6.05,2.03,1
22,Female,Software Engineer,4.58,5.11,7.76,1
35,Female,Teacher,3.54,8.87,6.11,1
45,Female,Researcher,4.6,5.22,7.12,2
59,Male,Freelancer,6.34,5.81,5.42,0
39,Female,Manager,6.48,4.87,9.07,2
38,Female,Designer,3.15,8.63,4.02,4
23,Female,Teacher,1.76,6.06,3.72,1
18,Female,Designer,7.7,5.31,10.0,2
22,Male,Student,5.76,5.23,8.47,4
58,Male,Manager,4.98,6.93,3.17,3
29,Female,Manager,2.17,8.89,1.19,4
43,Female,Designer,4.73,8.87,9.14,4
51,Male,Student,8.36,8.91,10.0,0
31,Male,Researcher,6.23,5.93,9.62,2
43,Male,Doctor,1.82,8.57,3.79,2
44,Male,Software Engineer,3.99,6.22,8.85,1
26,Male,Freelancer,9.82,6.55,10.0,4
43,Male,Student,5.9,6.6,8.39,4
39,Male,Teacher,3.58,4.32,2.41,4
47,Male,Designer,9.22,4.89,10.0,3
34,Male,Manager,4.02,8.43,3.25,4
43,Female,Teacher,7.57,8.48,10.0,4
53,Male,Manager,2.32,5.01,2.97,3
18,Male,Student,2.41,5.51,1.49,1
25,Male,Manager,6.05,8.15,7.52,0
52,Male,Freelancer,3.16,5.02,4.59,1
32,Male,Researcher,1.44,8.4,1.33,2
39,Male,Manager,9.34,8.12,10.0,4
31,Female,Freelancer,1.5,8.04,1.96,3
43,Female,Manager,7.46,8.46,10.0,2
45,Female,Manager,4.0,8.43,7.84,1
40,Female,Researcher,9.4,8.59,10.0,2
31,Male,Freelancer,9.87,8.4,10.0,0
41,Female,Freelancer,4.02,7.03,5.01,4
19,Male,Teacher,6.32,4.79,6.82,3
43,Female,Designer,7.96,7.05,9.34,1
31,Male,Software Engineer,2.11,8.71,3.05,4
24,Female,Researcher,7.39,8.84,8.4,2
20,Female,Teacher,9.16,7.64,10.0,0
40,Male,Doctor,2.61,7.47,3.97,2
35,Female,Designer,8.55,8.69,10.0,0
55,Male,Designer,2.04,5.46,1.31,0
52,Female,Researcher,6.11,4.75,6.23,1
32,Female,Freelancer,4.05,5.45,4.87,3
42,Male,Doctor,5.25,8.74,6.79,0
54,Male,Freelancer,3.71,5.06,4.21,2
45,Male,Freelancer,3.34,5.12,4.96,4
27,Female,Student,7.69,4.96,7.36,3
56,Male,Doctor,3.01,6.42,6.57,1
34,Female,Student,4.68,7.98,8.15,4
56,Female,Software Engineer,3.47,5.91,4.17,0
39,Male,Student,3.15,4.5,3.31,0
43,Other,Freelancer,6.64,7.7,8.68,0
42,Female,Researcher,1.41,7.05,1.72,3
34,Male,Software Engineer,8.1,6.4,10.0,0
30,Male,Software Engineer,5.92,8.82,7.75,4
37,Female,Manager,8.46,6.35,8.62,4
42,Male,Manager,2.92,7.66,5.15,0
21,Male,Doctor,7.38,4.79,8.88,3
27,Male,Freelancer,4.79,6.08,8.46,2
20,Female,Software Engineer,1.69,5.06,3.84,4
58,Female,Freelancer,7.77,5.74,10.0,1
35,Female,Student,7.86,6.4,8.77,3
53,Male,Teacher,3.44,4.87,5.58,2
39,Female,Manager,9.24,8.02,10.0,1
51,Other,Designer,7.88,5.88,10.0,4
25,Male,Designer,3.76,8.48,4.72,3
57,Male,Student,3.15,7.37,5.63,3
36,Female,Manager,4.96,4.88,5.92,4
59,Female,Teacher,3.64,7.21,3.05,3
58,Female,Researcher,2.95,4.12,6.54,4
54,Female,Freelancer,4.59,8.04,8.8,3
23,Female,Software Engineer,1.23,8.87,1.82,4
43,Male,Manager,4.61,7.39,4.83,3
51,Female,Student,2.99,8.63,3.84,0
23,Female,Freelancer,3.38,5.47,8.19,0
54,Other,Software Engineer,1.74,6.12,4.13,2
50,Male,Manager,6.3,6.12,8.03,2
39,Female,Doctor,5.25,4.56,4.87,4
38,Female,Teacher,7.76,7.98,10.0,0
23,Male,Designer,9.88,6.48,10.0,2
23,Male,Student,2.08,6.45,1.0,4
21,Female,Designer,3.45,7.34,4.55,3
47,Male,Freelancer,7.14,4.85,9.55,0
28,Female,Software Engineer,3.14,8.05,3.05,4
47,Female,Software Engineer,1.27,5.83,2.69,4
48,Male,Doctor,1.99,4.4,1.0,1
41,Other,Researcher,4.9,4.95,7.36,2
26,Female,Software Engineer,4.88,5.26,4.38,4
20,Female,Software Engineer,9.75,4.89,10.0,4
48,Male,Freelancer,5.19,5.21,7.47,2
57,Female,Researcher,7.1,8.98,8.87,1
54,Male,Designer,5.43,6.69,5.92,2
53,Male,Designer,3.43,7.01,4.33,1
41,Male,Student,1.95,4.83,2.45,1
48,Male,Student,8.73,4.22,10.0,0
23,Male,Software Engineer,2.37,5.55,5.42,0
19,Other,Manager,1.87,7.85,6.49,4
37,Female,Teacher,2.92,6.79,4.29,4
45,Male,Student,1.02,4.05,4.14,4
28,Male,Software Engineer,1.65,7.94,6.83,0
21,Female,Manager,6.72,4.52,9.63,0
32,Male,Manager,3.19,6.2,6.78,2
23,Female,Designer,4.05,9.0,4.59,4
47,Female,Manager,8.52,4.61,10.0,2
55,Female,Doctor,7.96,8.08,10.0,2
19,Male,Designer,5.43,8.0,8.78,0
32,Male,Designer,6.52,6.23,6.19,2
28,Male,Doctor,1.77,8.94,5.1,0
25,Male,Freelancer,7.85,5.54,10.0,0
43,Male,Freelancer,5.65,5.58,4.87,0
22,Female,Designer,6.14,4.76,6.63,3
23,Female,Student,6.99,5.85,10.0,0
43,Other,Designer,5.5,5.48,6.65,4
21,Female,Doctor,5.7,7.02,9.45,1
36,Male,Software Engineer,5.5,4.2,8.2,2
37,Female,Researcher,5.47,5.55,7.07,4
50,Male,Software Engineer,7.75,4.02,10.0,0
37,Male,Software Engineer,4.84,4.03,6.76,4
29,Female,Freelancer,1.03,8.1,1.57,4
18,Female,Doctor,6.51,7.75,9.45,4
43,Female,Doctor,9.57,7.72,10.0,3
31,Male,Student,3.31,5.77,6.18,1
55,Male,Doctor,8.35,7.5,10.0,3
54,Male,Manager,5.1,5.28,6.32,0
28,Male,Software Engineer,6.79,5.55,9.19,4
53,Male,Doctor,9.02,6.81,10.0,1
30,Female,Teacher,7.94,7.5,10.0,4
20,Female,Freelancer,8.96,5.33,10.0,0
50,Male,Designer,1.09,7.4,4.22,2
23,Female,Student,2.69,8.81,4.16,2
27,Male,Software Engineer,4.81,6.47,7.57,1
22,Other,Researcher,8.63,6.04,9.85,4
40,Male,Manager,8.55,5.16,10.0,4
27,Female,Manager,2.67,5.78,6.55,4
19,Female,Researcher,2.28,6.64,5.97,2
30,Female,Software Engineer,8.51,8.72,10.0,3
57,Male,Manager,5.87,5.3,5.73,2
19,Female,Teacher,6.64,5.16,8.51,4
37,Male,Student,8.28,8.8,10.0,2
18,Male,Freelancer,2.91,7.03,3.98,3
54,Male,Designer,2.23,7.68,5.03,2
26,Female,Student,8.73,8.15,8.98,3
34,Female,Student,2.01,4.41,4.19,2
26,Male,Freelancer,1.79,6.42,4.98,0
28,Female,Researcher,3.49,4.7,5.07,2
32,Female,Software Engineer,3.85,7.12,5.0,0
41,Female,Researcher,3.17,8.77,6.55,3
55,Male,Doctor,7.67,4.28,10.0,0
52,Female,Designer,9.76,5.37,10.0,3
47,Female,Student,2.8,9.0,4.33,1
48,Male,Teacher,8.04,4.03,9.39,1
22,Female,Freelancer,1.4,4.7,3.28,3
31,Male,Software Engineer,2.07,4.4,3.94,2
28,Male,Doctor,5.64,7.82,6.48,0
26,Male,Doctor,10.0,7.75,10.0,4
51,Male,Software Engineer,9.54,7.89,10.0,2
29,Female,Student,2.01,7.87,4.22,0
52,Male,Freelancer,3.16,8.18,3.13,3
52,Female,Manager,9.51,7.86,10.0,3
18,Male,Researcher,2.36,6.42,4.53,3
57,Female,Software Engineer,7.69,7.73,10.0,2
39,Female,Manager,1.01,6.99,3.1,2
46,Female,Doctor,6.69,5.83,9.52,0
25,Female,Doctor,5.45,8.18,6.61,1
28,Female,Teacher,5.24,7.94,5.67,3
58,Male,Teacher,8.46,4.87,9.88,2
54,Female,Doctor,1.73,4.12,2.29,4
31,Female,Teacher,4.4,5.58,4.5,1
47,Female,Teacher,5.01,6.02,5.97,0
52,Female,Teacher,2.12,4.87,2.96,3
38,Female,Doctor,1.77,8.28,3.94,1
54,Male,Student,2.62,4.17,4.94,4
22,Female,Student,3.17,6.42,5.62,2
36,Male,Freelancer,9.69,4.28,10.0,1
31,Male,Designer,5.28,6.68,8.65,2
43,Female,Teacher,5.59,6.32,8.2,2
21,Male,Student,7.36,7.9,9.31,2
42,Male,Designer,7.16,7.45,7.97,2
59,Female,Software Engineer,5.52,8.22,5.09,4
42,Female,Teacher,4.06,6.72,5.84,2
35,Female,Student,3.98,8.11,7.37,3
57,Female,Student,1.52,7.6,4.28,4
25,Other,Manager,9.1,7.9,10.0,4
56,Male,Student,7.92,7.0,10.0,0
57,Female,Manager,6.61,7.6,6.06,2
31,Male,Designer,4.56,6.01,4.71,1
49,Male,Manager,6.24,4.42,9.82,4
55,Female,Software Engineer,5.37,6.08,7.13,0
50,Female,Researcher,3.47,4.87,5.37,1
40,Male,Freelancer,3.69,7.15,6.0,1
32,Male,Researcher,8.87,5.32,10.0,4
50,Female,Teacher,6.71,8.79,10.0,1
42,Female,Student,1.01,5.36,2.77,2
34,Female,Freelancer,3.94,4.49,8.35,2
50,Male,Doctor,4.06,8.4,4.11,1
19,Female,Teacher,7.36,6.07,9.24,2
31,Male,Doctor,7.3,5.78,8.13,2
57,Male,Freelancer,5.18,8.43,5.59,4
57,Female,Designer,9.56,7.27,9.59,0
56,Female,Student,8.85,6.66,10.0,1
23,Male,Teacher,8.8,5.64,10.0,2
23,Male,Teacher,4.13,5.46,5.33,3
20,Female,Student,4.88,6.9,5.63,0
24,Male,Freelancer,4.77,6.51,3.98,3
25,Male,Software Engineer,4.96,5.38,6.96,1
59,Male,Designer,9.0,4.92,10.0,4
32,Male,Student,3.24,8.09,5.2,4
46,Male,Researcher,8.22,7.44,9.6,0
50,Female,Researcher,5.63,8.97,5.52,1
47,Female,Manager,3.24,6.58,6.14,2
56,Female,Teacher,5.75,8.97,9.34,1
44,Female,Software Engineer,2.76,6.3,2.29,4
53,Female,Teacher,1.97,6.67,2.46,3
46,Female,Doctor,8.54,5.05,10.0,2
55,Female,Teacher,7.29,4.75,7.47,3
50,Male,Researcher,2.84,8.7,4.14,3
54,Female,Designer,9.48,8.91,10.0,3
44,Male,Student,1.22,6.74,3.4,2
50,Female,Teacher,4.0,5.36,4.54,4
21,Female,Researcher,1.19,8.76,1.23,4
39,Female,Manager,2.28,7.98,4.25,0
19,Female,Doctor,2.62,4.9,5.71,3
27,Male,Researcher,8.29,5.49,10.0,3
22,Male,Doctor,9.94,4.02,10.0,0
27,Male,Student,8.81,6.91,10.0,2
50,Male,Doctor,6.72,6.63,10.0,0
55,Male,Freelancer,7.51,4.82,10.0,1
30,Male,Student,5.71,5.7,8.69,2
48,Male,Designer,4.8,8.7,6.21,1
53,Other,Student,7.23,7.24,10.0,1
41,Male,Researcher,9.76,8.31,10.0,3
32,Male,Software Engineer,1.26,8.19,1.68,2
46,Male,Doctor,3.83,8.6,8.6,0
25,Female,Doctor,3.97,4.21,5.63,4
22,Male,Manager,4.73,5.31,4.64,3
46,Female,Researcher,6.64,6.08,8.84,4
21,Male,Teacher,5.62,7.2,6.22,3
29,Female,Software Engineer,1.17,7.04,1.68,1
19,Female,Freelancer,4.7,5.23,6.74,4
44,Male,Teacher,6.58,4.96,8.42,2
48,Male,Student,5.54,6.19,6.94,2
53,Male,Designer,8.85,5.25,10.0,2
53,Female,Manager,4.59,8.83,6.42,2
43,Male,Doctor,1.11,8.83,5.8,3
44,Female,Freelancer,3.56,4.57,7.24,2
22,Female,Researcher,2.22,7.53,3.22,4
37,Female,Freelancer,3.25,5.14,5.26,1
28,Male,Designer,4.26,7.59,5.29,4
27,Male,Student,7.09,7.84,8.26,0
57,Female,Student,3.92,4.24,5.41,0
55,Female,Software Engineer,8.96,7.48,10.0,2
23,Other,Teacher,3.7,8.48,5.41,2
25,Female,Doctor,2.23,5.08,2.21,2
40,Female,Freelancer,2.52,4.58,6.37,0
43,Female,Researcher,9.41,6.83,10.0,4
29,Female,Researcher,5.09,6.59,7.25,2
43,Male,Doctor,4.63,8.43,4.58,3
30,Female,Freelancer,1.62,6.26,1.29,0
57,Male,Designer,7.6,6.07,9.63,4
35,Male,Software Engineer,7.25,7.57,8.01,0
42,Female,Manager,4.38,4.39,7.34,3
50,Male,Student,7.23,4.29,9.6,3
57,Male,Software Engineer,4.31,6.52,1.65,4
29,Male,Doctor,1.66,4.45,3.98,1
53,Female,Manager,7.64,8.7,9.86,2
21,Female,Teacher,9.69,7.27,10.0,3
22,Female,Designer,6.83,7.77,10.0,1
54,Male,Student,3.49,5.14,6.99,2
25,Male,Student,3.43,6.47,6.84,1
59,Male,Student,9.36,4.67,10.0,3
45,Male,Teacher,3.73,5.02,5.9,4
48,Female,Researcher,7.91,6.84,10.0,3
26,Male,Doctor,6.79,5.4,8.73,3
46,Male,Doctor,6.33,8.59,7.79,2
31,Male,Software Engineer,2.63,8.98,2.95,0
57,Male,Researcher,1.31,4.02,3.59,4
58,Male,Manager,5.4,7.8,6.14,2
39,Female,Freelancer,9.89,4.58,10.0,3
28,Female,Software Engineer,2.76,6.87,1.0,4
40,Female,Doctor,5.83,5.14,8.95,0
18,Female,Student,7.04,8.82,9.31,4
54,Male,Teacher,5.35,8.38,6.02,3
38,Female,Doctor,5.56,6.98,7.25,4
43,Female,Researcher,6.95,4.88,10.0,3
53,Male,Researcher,8.33,7.91,10.0,4
40,Female,Teacher,4.0,6.6,1.97,4
18,Female,Designer,9.09,7.06,10.0,4
57,Male,Student,5.36,7.59,7.12,0
32,Female,Designer,6.96,6.08,8.82,3
38,Female,Doctor,1.96,4.04,4.36,3
26,Female,Software Engineer,5.43,5.82,9.04,0
26,Female,Doctor,1.14,6.07,1.74,3
27,Male,Designer,4.52,5.83,9.16,0
43,Male,Teacher,1.49,8.16,1.09,4
58,Female,Manager,9.07,5.66,10.0,0
52,Female,Manager,7.06,6.08,8.79,1
42,Female,Doctor,8.13,4.31,10.0,3
43,Male,Freelancer,5.21,7.58,6.64,0
28,Male,Software Engineer,8.67,5.08,9.16,4
55,Male,Designer,8.86,5.18,10.0,1
19,Male,Doctor,4.21,6.93,8.19,1
24,Male,Researcher,4.39,8.92,6.42,0
35,Male,Designer,5.57,6.05,7.19,4
44,Male,Designer,1.38,5.64,1.5,0
51,Male,Student,9.96,4.18,10.0,4
44,Male,Manager,4.23,7.94,6.5,1
34,Other,Freelancer,5.24,5.31,4.6,1
41,Female,Manager,7.79,7.84,8.12,3
42,Male,Teacher,3.68,5.41,4.62,4
24,Female,Researcher,2.81,4.15,5.93,4
23,Female,Freelancer,2.15,6.49,2.99,3
41,Female,Student,5.75,8.53,7.35,4
50,Male,Manager,1.05,5.05,1.0,1
46,Male,Designer,7.39,4.77,9.24,0
39,Female,Researcher,5.15,4.92,8.93,3
43,Male,Software Engineer,5.79,7.45,8.23,0
45,Female,Software Engineer,3.37,5.84,4.92,2
38,Female,Student,2.6,5.28,5.82,4
24,Other,Software Engineer,7.3,5.69,9.75,3
34,Male,Designer,2.89,5.55,4.65,2
37,Male,Freelancer,8.02,6.72,9.63,4
58,Male,Doctor,2.83,4.67,2.21,0
37,Female,Designer,6.51,6.54,9.88,0
39,Male,Researcher,6.79,5.56,10.0,3
45,Female,Manager,5.55,8.66,5.98,0
57,Male,Researcher,9.97,6.11,8.86,0
24,Male,Doctor,4.38,4.5,8.72,4
18,Male,Researcher,8.95,8.67,10.0,0
49,Female,Software Engineer,2.52,8.69,2.65,0
30,Female,Freelancer,4.03,4.88,5.19,3
47,Male,Teacher,2.31,8.08,3.03,2
40,Female,Teacher,6.43,8.31,8.28,0
36,Female,Designer,6.74,5.78,8.83,2
49,Female,Designer,5.08,4.8,3.95,3
47,Female,Software Engineer,7.48,7.99,7.99,2
46,Male,Teacher,8.81,4.14,10.0,3
46,Male,Researcher,7.99,7.1,10.0,4
47,Female,Teacher,3.17,5.71,4.18,4
33,Male,Designer,3.88,6.98,5.65,4
57,Male,Manager,4.42,7.94,8.18,0
36,Male,Teacher,2.83,8.14,1.08,4
35,Female,Designer,4.25,8.99,2.54,2
18,Male,Student,3.14,7.2,4.02,2
31,Female,Researcher,9.96,5.12,9.95,0
19,Male,Teacher,8.05,5.38,10.0,0
45,Other,Doctor,8.74,6.18,10.0,1
47,Male,Freelancer,9.3,8.24,10.0,2
55,Female,Software Engineer,6.99,5.83,8.41,1
21,Female,Freelancer,2.58,7.44,3.61,0
18,Female,Researcher,7.83,4.23,10.0,2
25,Male,Researcher,1.14,6.15,3.95,4
46,Female,Designer,2.02,4.84,4.85,4
56,Male,Teacher,1.27,8.69,1.0,0
20,Male,Teacher,2.22,7.96,2.29,3
49,Female,Manager,7.77,4.69,9.58,0
27,Female,Designer,8.97,6.01,10.0,2
27,Female,Doctor,3.51,4.4,3.37,0
36,Female,Teacher,2.07,7.73,3.62,0
51,Male,Student,3.46,4.96,5.38,4
50,Female,Software Engineer,6.82,8.02,9.41,2
40,Male,Designer,4.15,4.37,6.16,0
45,Female,Teacher,9.65,6.86,10.0,4
49,Female,Freelancer,2.18,7.04,2.73,2
24,Female,Manager,9.91,5.67,10.0,4
46,Male,Manager,1.11,4.82,1.0,4
25,Female,Software Engineer,5.07,5.62,7.0,0
18,Male,Researcher,3.27,6.48,4.22,3
20,Male,Designer,6.1,8.85,9.34,0
41,Male,Designer,1.87,6.23,5.7,2
40,Female,Designer,8.88,4.95,10.0,4
25,Male,Doctor,2.23,4.13,5.35,3
54,Male,Student,6.29,4.04,8.36,2
20,Male,Manager,1.3,6.08,1.0,1
50,Male,Designer,3.8,5.48,5.54,4
45,Female,Doctor,2.35,4.58,3.92,2
25,Female,Researcher,9.8,4.86,10.0,1
51,Male,Designer,1.11,5.75,1.0,3
52,Female,Researcher,4.17,7.43,6.53,4
49,Female,Researcher,3.72,7.05,8.18,2
41,Female,Designer,6.92,4.4,10.0,3
31,Female,Researcher,1.51,4.72,1.2,3
49,Male,Doctor,8.3,8.54,9.22,1
33,Female,Student,5.2,4.36,6.97,2
21,Male,Software Engineer,5.07,4.99,7.1,3
54,Male,Manager,3.04,5.59,4.11,1
38,Female,Researcher,5.41,5.15,6.64,2
31,Female,Teacher,4.28,5.45,3.66,1
48,Male,Freelancer,3.21,7.64,3.2,2
35,Male,Designer,2.52,4.48,2.99,2
24,Female,Student,7.56,5.76,10.0,4
27,Female,Manager,2.28,7.06,3.96,2
24,Female,Teacher,2.51,4.24,3.59,2
50,Male,Designer,6.19,4.22,7.54,1
40,Female,Freelancer,3.03,6.49,4.44,3
38,Male,Teacher,5.13,8.5,8.11,3
36,Male,Researcher,5.98,6.22,10.0,3
36,Male,Doctor,3.47,6.03,4.6,3
53,Female,Freelancer,4.09,4.05,6.52,0
46,Female,Manager,2.89,7.66,2.19,4
35,Female,Student,5.14,4.82,7.43,0
19,Female,Student,9.93,7.49,10.0,4
